desc,reduced_topic_id
  Borrower added on 01/21/13 > Hello. I'm attempting to pay off my highest credit card by getting a lower apr. the help would be greatly appreciated.<br>,-1
  Borrower added on 06/05/12 > I am looking to consolidate my small credit card/miscellaneous bills into one bill and paying off the amount owed in a short time frame.<br>,-1
  Borrower added on 05/18/13 > My loan is to pay off some debt I have that has higher interest rates.<br>,-1
  Borrower added on 09/28/12 > refinancing<br>,7
  Borrower added on 04/01/10 > i want to pay off all my creidet cards.<br/>,0
  Borrower added on 03/26/13 > Credit Card Refinancing<br>,7
  Borrower added on 08/22/12 > To buy Funture<br>,-1
  Borrower added on 03/02/14 > Loan will be used to payoff credit card debt and medical bills.<br>,1
  Borrower added on 04/30/13 > debt Consolidation<br>,2
  Borrower added on 06/21/13 > Loan would be to pay off high interest credit cards.<br>,-1
  Borrower added on 12/30/12 > Hi I am using this loan to pay off $15000.00 left over in credit card debt that was up to $25000.00 at one time. Trying to avoid high interest rates. Thank you<br>,-1
"  Borrower added on 10/18/13 > To payoffs my credit cards, and leave more happy with a smaller payment like yours, thanks. God bless you.<br><br> Borrower added on 10/18/13 > To payoff my credit cards and get smaller payment ,Thanks God bless you.<br>",-1
  Borrower added on 10/07/11 > This loan is to consolidate and pay off credit card debt within three years at a lower rate. We are working towards getting into position to begin saving for a down payment for a house.<br/>,-1
"  Borrower added on 02/10/13 > My husband and I currently have three teenagers; one will go off to college in the fall.  While he will receive scholarships both academic and possibly wrestling, I want to make sure my financial responsibilities are in control, so I will be able to support him if something comes up.<br>",-1
  Borrower added on 04/20/13 > Pay off personal loans and credit cards.<br><br> Borrower added on 04/20/13 > This loan will pay of two pesonal loans and my credit cards.<br>,-1
  Borrower added on 02/03/13 > Had a problem a couple of years ago and got late payments.  credit card company bumped my interest up to 27% and won't lower it.<br>,-1
  Borrower added on 03/05/14 > Start up capital for a new business venture.<br>,8
  Borrower added on 07/31/11 > Consolidate loans<br/>,0
  Borrower added on 07/05/11 > I plan to use funds to increase my home's value.<br/>I am a good borrower because I always pay back my lender.<br/>I live well within my monthly budget.<br/>My income is very stable.<br/>,1
  Borrower added on 10/14/13 > Pay off timeshares<br>,3
  Borrower added on 04/03/13 > Consolidation / Home improvenment<br>,2
  Borrower added on 02/04/13 > Several items need to be replaced in our home.  Need to replace and  purchase major appliances that are no longer working.<br>,-1
  Borrower added on 05/22/13 > I have credits cards i would like to pay off and with The Lending Club i can do it and get back to normal. Paying off my credit cards would be a blessing and with this rate it's great.<br>,1
  Borrower added on 03/04/14 > Loan consolidation<br>,2
  Borrower added on 10/28/13 > I need this loan to help me get back on track where I can afford to live again and do much needed repairs to  the house that I just can't seem to come up with the funds to cover.  Getting this loan would give me financial security again and take a lot of stress out of my life<br>,1
"  Borrower added on 03/18/14 > The entire exterior of my house and property was destroyed by Hurricane Sandy and since it was not &quot;structure&quot; damage insurance did not cover.  Last year I was able to replace the fencing and fix my pool, this year, I hope to replant plants and grass and have a usable yard. Thanks<br>",-1
  Borrower added on 10/18/13 > To Payoff credit cards<br>,3
  Borrower added on 07/12/12 > to condense my bills.<br>,9
  Borrower added on 06/30/13 > Consolidate credit cards<br>,0
  Borrower added on 05/13/11 > I am consolidating my bills to make it cheaper on bills. I am up for a promotion at my job and have been here three years already. I also have a fiance that has a very reliable job who also helps with finances. My requirement is that all bills are paid on time if not early. This is to keep good standings with all businesses and keep a awesome credit score.<br/> Borrower added on 05/16/11 > I am asking for this loan to pay off bills with higher interest rates and have a lower payment every month.<br/>,-1
  Borrower added on 11/25/12 > To pay off and lower high rate accounts<br>,-1
  Borrower added on 04/07/10 > to pay off high interest credit cards<br/> Borrower added on 04/09/10 > I have excellent credit and know I can save money and interest rates with this loan.  I fortunately have a stable job as a staff therapist in an outpatient therapy department where I have been employed for 12 years.<br/>,-1
  Borrower added on 02/25/12 > Medical (from surgery) and credit card bills that incurred while unemployed with no insurance.<br>,-1
"  Borrower added on 03/26/12 > Transportation-Honda/MC<br><br>  Borrower added on 03/27/12 > Trying to finish up college and use most fuel efficient transportation to school and work. I appreciate the loan.<br><br> Borrower added on 03/27/12 > I truly appreciate all of you helping me with this loan. This is the first time I used Lending Club, and will honor my obligation and will also do the same courtesy for another at some point. It is amazing how many nice people are there to help others.<br>",1
  Borrower added on 03/28/13 > Build a in-ground pool at primary residence<br>,10
  Borrower added on 08/14/13 > I need it to consolidate bills and buy another car due to another driver in the family<br>,13
  Borrower added on 09/11/13 > I would like to pay all my within 3 years.<br>,-1
  Borrower added on 12/21/09 > I have always paid my payments on time. I will be a sound investment because I will be lowering my interest rate on an amount I am already paying on!<br/> Borrower added on 12/21/09 > l<br/>,1
  Borrower added on 12/26/13 > My loan is for paying off high interest credit card debt and closing credit cards.<br>,-1
